Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
29-MAY-2026|HRTA02CN2|OBLIGASI BERKELANJUTAN II HARTADINATA ABADI TAHAP II TAHUN 2025|CORPORATE BOND|IDA000151500|HARTADINATA ABADI Tbk, PT|ACTIVE|IDX|25-APR-2025|IDR|Electronic||24-APR-2028|||7.6|FIXED|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|METAL AND ALLIED PRODUCTS|1
29-MAY-2026|IATA01BCN1|OBLIGASI BERKELANJUTAN I MNC ENERGY INVESTMENTS TAHAP I TAHUN 2023 SERI B|CORPORATE BOND|IDA0001364B9|PT. MNC ENERGY INVESTMENTS TBK|ACTIVE|IDX|09-OCT-2023|IDR|Electronic||06-OCT-2026|||11.25|FIXED|3 MONTHS|||149825000000|149825000000|149825000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|IATA01CCN1|OBLIGASI BERKELANJUTAN I MNC ENERGY INVESTMENTS TAHAP I TAHUN 2023 SERI C|CORPORATE BOND|IDA0001364C7|PT. MNC ENERGY INVESTMENTS TBK|ACTIVE|IDX|09-OCT-2023|IDR|Electronic||06-OCT-2028|||11.5|FIXED|3 MONTHS|||100175000000|100175000000|100175000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|IHCP01X1CB|EBU JANGKA MENENGAH WAJIB KONVERSI (MCB) PT PERTAMINA BINA MEDIKA IHC TAHUN 2024 TAHAP I|CORPORATE BOND|IDC000014100|PERTAMINA BINA MEDIKA IHC, PT|ACTIVE|||IDR|Electronic||24-JUL-2029|||1|Floating/Variable|ANNUAL|||1327800000000|1327800000000|1327800000000|100|0|100|HEALTH CARE|1
29-MAY-2026|IIFF02ACN3|OBLIGASI BERKELANJUTAN II INDONESIA INFRASTRUCTURE FINANCE TAHAP III TAHUN 2025 SERI A|CORPORATE BOND|IDA0001628A9|INDONESIA INFRASTRUCTURE FINANCE, PT|ACTIVE|IDX|06-NOV-2025|IDR|Electronic||15-NOV-2026|||5.4|FIXED|3 MONTHS|||500000000000|500000000000|500000000000|99.6|0.4|100|FINANCIAL INSTITUTION|1
29-MAY-2026|BESL02X1JP|LTN II PT BINTANG EXPRESS SARANA TAHUN 2025 TAHAP I|TERM NOTES|IDH000079508|BINTANG EXPRESS SARANA, PT|ACTIVE|||IDR|Electronic||11-SEP-2032|||11|FIXED|3 MONTHS|||320000000000|320000000000|320000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|BESL02X2JP|LTN II PT BINTANG EXPRESS SARANA TAHUN 2025 TAHAP II|TERM NOTES|IDH000079904|BINTANG EXPRESS SARANA, PT|ACTIVE|||IDR|Electronic||10-OCT-2032|||11|Fixed|3 MONTHS|||230000000000|230000000000|230000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|BHAT01XXMF|MTN BHAKTI MULTI ARTHA I TAHUN 2022|TERM NOTES|IDH000070903|BHAKTI MULTI ARTHA Tbk, PT|ACTIVE|||IDR|Electronic||06-APR-2027|||8|Fixed|SEMI-ANNUAL|||250000000000|250000000000|250000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
29-MAY-2026|BMRISB02XXMF|MTN SUBORDINASI II PT BANK MANDIRI (PERSERO) Tbk TAHUN 2023|TERM NOTES|IDH000074301|BANK MANDIRI (PERSERO) Tbk, PT|ACTIVE|||IDR|Electronic||23-JUN-2028|||6.95|Fixed|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|BANK|1
29-MAY-2026|BNIISB01XXJP|LTN SUBORDINASI YANG DILAKUKAN TANPA MELALUI PENAWARAN UMUM PT BANK MAYBANK INDONESIA TBK TAHUN 2023|TERM NOTES|IDH000075407|BANK MAYBANK INDONESIA Tbk, PT|ACTIVE|||IDR|Electronic||23-AUG-2033|||7.9|Fixed|3 MONTHS|||100000000000|100000000000|100000000000|0|100|100|BANK|1
29-MAY-2026|BOGA01XXMF|MTN BINTANG OTO GLOBAL I TAHUN 2021|TERM NOTES|IDH000069905|APOLLO GLOBAL INTERACTIVE Tbk, PT|ACTIVE|||IDR|Electronic||29-SEP-2026|||10|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|AUTOMOTIVE AND COMPONENTS|1
29-MAY-2026|BPUI01XXMF|MTN I PT BAHANA PEMBINAAN USAHA INDONESIA (PERSERO) TAHUN 2022|TERM NOTES|IDH000073204|BAHANA PEMBINAAN USAHA INDONESIA (PERSERO)|ACTIVE|||IDR|Electronic||02-NOV-2027|||9|FIXED|3 MONTHS|||2000000000000|2000000000000|2000000000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|BRTA01AXMF|MTN I BARATA INDONESIA TAHUN 2017 SERI A|TERM NOTES|IDH0000459A3|BARATA INDONESIA (PERSERO), PT|ACTIVE|||IDR|Electronic||21-FEB-2032|||.5|FIXED|3 MONTHS|||197579080090|197579080090|197579080090|100|0|100|OTHER SECTORS|1
29-MAY-2026|BRTA01BXMF|MTN I BARATA INDONESIA TAHUN 2017 SERI B|TERM NOTES|IDH0000459B1|BARATA INDONESIA (PERSERO), PT|ACTIVE|||IDR|Electronic||21-FEB-2032|||.5|FIXED|3 MONTHS|||98789540044|98789540044|98789540044|100|0|100|OTHER SECTORS|1
29-MAY-2026|CASI02XXMF|MTN CAPITAL STRATEGIC INVESCO II TAHUN 2022|TERM NOTES|IDH000071109|CAPITAL STRATEGIC INVESCO, PT|ACTIVE|||IDR|Electronic||08-JUN-2027|||7|Fixed|SEMI-ANNUAL|||750000000000|750000000000|750000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
29-MAY-2026|CCIN01AXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI A|TERM NOTES|IDH0000601A0|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||190000000000|190000000000|190000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01BXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI B|TERM NOTES|IDH0000601B8|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||34000000000|34000000000|34000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01CXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI C|TERM NOTES|IDH0000601C6|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||21000000000|21000000000|21000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01DXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI D|TERM NOTES|IDH0000601D4|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||32600000000|32600000000|32600000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01EXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI E|TERM NOTES|IDH0000601E2|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||8250000000|8250000000|8250000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01FXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI F|TERM NOTES|IDH0000601F9|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||37300000000|37300000000|37300000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01GXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI G|TERM NOTES|IDH0000601G7|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||61500000000|61500000000|61500000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01HXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI H|TERM NOTES|IDH0000601H5|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||36500000000|36500000000|36500000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01IXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI I|TERM NOTES|IDH0000601I3|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||37650000000|37650000000|37650000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01JXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI J|TERM NOTES|IDH0000601J1|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||33300000000|33300000000|33300000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01KXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI K|TERM NOTES|IDH0000601K9|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||91700000000|91700000000|91700000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01LXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI L|TERM NOTES|IDH0000601L7|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||47450000000|47450000000|47450000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CCIN01MXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI M|TERM NOTES|IDH0000601M5|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||18750000000|18750000000|18750000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|CMTA02X1MF|MTN II PT COMETA CAN TAHUN 2023 TAHAP I|TERM NOTES|IDH000075902|COMETA CAN, PT|ACTIVE|||IDR|Electronic||23-NOV-2028|||11|Fixed|SEMI-ANNUAL|||54000000000|54000000000|54000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
29-MAY-2026|CMTA02X2MF|MTN II PT COMETA CAN TAHUN 2023 TAHAP II|TERM NOTES|IDH000076009|COMETA CAN, PT|ACTIVE|||IDR|Electronic||04-DEC-2028|||11|Fixed|SEMI-ANNUAL|||54000000000|54000000000|54000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
29-MAY-2026|CMTA02X3MF|MTN II PT COMETA CAN TAHUN 2023 TAHAP III|TERM NOTES|IDH000076108|COMETA CAN, PT|ACTIVE|||IDR|Electronic||14-DEC-2028|||11|Fixed|SEMI-ANNUAL|||54000000000|54000000000|54000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
29-MAY-2026|COCO01X1MF|MTN WAHANA INTERFOOD NUSANTARA I TAHUN 2022 TAHAP I|TERM NOTES|IDH000071612|WAHANA INTERFOOD NUSANTARA Tbk, PT|ACTIVE|||IDR|Electronic||06-JUL-2028|||10.5|FIXED|3 MONTHS|||50000000000|50000000000|50000000000|100|0|100|FOOD & BEVERAGES|1
29-MAY-2026|COCO01X2MF|MTN PT WAHANA INTERFOOD NUSANTARA TBK I TAHUN 2023 TAHAP II|TERM NOTES|IDH000074004|WAHANA INTERFOOD NUSANTARA Tbk, PT|ACTIVE|||IDR|Electronic||18-APR-2028|||11.25|Fixed|3 MONTHS|||150000000000|150000000000|150000000000|100|0|100|FOOD & BEVERAGES|1
29-MAY-2026|DNTR01A1JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP I SERI A|TERM NOTES|IDH0000780A2|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||22-OCT-2030|||2|Fixed|ANNUAL|||25000000000000|25000000000000|25000000000000|100|0|100|OTHERS - FINANCE|1
29-MAY-2026|DNTR01A2JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP II SERI A|TERM NOTES|IDH0000801A6|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||13-DEC-2030|||2|FIXED|ANNUAL|||9807000000000|9807000000000|9807000000000|100|0|100|OTHERS - FINANCE|1
29-MAY-2026|DNTR01B1JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP I SERI B|TERM NOTES|IDH0000780B0|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||21-OCT-2032|||2|Fixed|ANNUAL|||25000000000000|25000000000000|25000000000000|100|0|100|OTHERS - FINANCE|1
29-MAY-2026|DNTR01B2JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP II SERI B|TERM NOTES|IDH0000801B4|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||12-DEC-2032|||2|FIXED|ANNUAL|||1575000000000|1575000000000|1575000000000|100|0|100|OTHERS - FINANCE|1
29-MAY-2026|DNTR02A1JP|SUJP II YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT TAHUN 2026 THP I SERI A|TERM NOTES|IDH0000810A7|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||18-MAR-2031|||2|Fixed|ANNUAL|||3500000000000|3500000000000|3500000000000|100|0|100|OTHERS - FINANCE|1
29-MAY-2026|DNTR02B1JP|SUJP II YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT TAHUN 2026 THP I SERI B|TERM NOTES|IDH0000810B5|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||17-MAR-2033|||2|Fixed|ANNUAL|||3500000000000|3500000000000|3500000000000|100|0|100|OTHERS - FINANCE|1
29-MAY-2026|GDLI03X1MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP I|TERM NOTES|IDH000080506|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||24-DEC-2028|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|GDLI03X2MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP II|TERM NOTES|IDH000080704|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||29-JAN-2029|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|GDLI03X3MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP III|TERM NOTES|IDH000080803|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||12-FEB-2029|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|GDLI03X4MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP IV|TERM NOTES|IDH000080902|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||06-MAR-2029|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|GRAF02XXMF|MTN II PT GRATAMA FINANCE INDONESIA TAHUN 2025|TERM NOTES|IDH000080308|GRATAMA FINANCE INDONESIA, PT|ACTIVE|||IDR|Electronic||02-DEC-2028|||9|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|IHSG02XXMF|MTN II PT INTISUMBER HASIL SEMPURNA GLOBAL TAHUN 2025|TERM NOTES|IDH000079201|INTISUMBER HASIL SEMPURNA GLOBAL, PT|ACTIVE|||IDR|Electronic||25-JUL-2030|||10.35|Fixed|SEMI-ANNUAL|||180000000000|180000000000|180000000000|100|0|100|PHARMACEUTICALS|1
29-MAY-2026|IKMS02XXMF|MTN INKA MULTI SOLUSI II TAHUN 2023|TERM NOTES|IDH000075803|INKA MULTI SOLUSI, PT|ACTIVE|||IDR|Electronic||22-NOV-2028|||11.58|Fixed|3 MONTHS|||500000000000|500000000000|500000000000|100|0|100|TRANSPORTATION|1
29-MAY-2026|INPCSB01X1JP|LTN SUBORDINASI I BANK ARTHA GRAHA INTERNASIONAL TAHAP I TAHUN 2020|TERM NOTES|IDH000068501|BANK ARTHA GRAHA INTERNASIONAL Tbk, PT|ACTIVE|||IDR|Electronic||30-DEC-2027|||9.5|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|BANK|1
29-MAY-2026|INTN01AXMF|MTN INTAN I TAHUN 2019 SERI A|TERM NOTES|IDH0000582A2|INTI LAUTAN FAJAR ABADI, PT|ACTIVE|||IDR|Electronic||14-FEB-2027|||13|FIXED|3 MONTHS|||16400000000|16400000000|16400000000|100|0|100|FISHERY|1
29-MAY-2026|INTN01BXMF|MTN INTAN I TAHUN 2019 SERI B|TERM NOTES|IDH0000582B0|INTI LAUTAN FAJAR ABADI, PT|ACTIVE|||IDR|Electronic||14-FEB-2027|||13|FIXED|3 MONTHS|||11100000000|11100000000|11100000000|100|0|100|FISHERY|1
29-MAY-2026|KEID01AXMF|MTN I KEDAUNG INDUSTRIAL SERI A|TERM NOTES|IDH0000473A4|KEDAUNG INDUSTRIAL, PT|ACTIVE|||IDR|Electronic||22-DEC-2027|||1|FLOATING|ANNUAL|||130000000000|130000000000|130000000000|0|100|100|HOUSEWARE|1
29-MAY-2026|KEID01BXMF|MTN I KEDAUNG INDUSTRIAL SERI B|TERM NOTES|IDH0000473B2|KEDAUNG INDUSTRIAL, PT|ACTIVE|||IDR|Electronic||02-MAR-2028|||1|FLOATING|ANNUAL|||120000000000|120000000000|120000000000|0|100|100|HOUSEWARE|1
29-MAY-2026|KEID01CXMF|MTN I KEDAUNG INDUSTRIAL SERI C|TERM NOTES|IDH0000473C0|KEDAUNG INDUSTRIAL, PT|ACTIVE|||IDR|Electronic||08-MAY-2028|||1|FLOATING|ANNUAL|||100000000000|100000000000|100000000000|0|100|100|HOUSEWARE|1
29-MAY-2026|KEID01DXMF|MTN I KEDAUNG INDUSTRIAL SERI D|TERM NOTES|IDH0000473D8|KEDAUNG INDUSTRIAL, PT|ACTIVE|||IDR|Electronic||07-JUN-2028|||1|FLOATING|ANNUAL|||50000000000|50000000000|50000000000|0|100|100|HOUSEWARE|1
29-MAY-2026|LEND11A1MF|MTN I PT LEN INDUSTRI (PERSERO) TAHUN 2023 TAHAP I SERI A|TERM NOTES|IDH0000751A3|LEN INDUSTRI (PERSERO), PT|ACTIVE|||IDR|Electronic||22-JUN-2026|||11.45|Fixed|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|MACHINERY AND HEAVY EQUIPMENT|1
29-MAY-2026|LEND11B1MF|MTN I PT LEN INDUSTRI (PERSERO) TAHUN 2023 TAHAP I SERI B|TERM NOTES|IDH0000751B1|LEN INDUSTRI (PERSERO), PT|ACTIVE|||IDR|Electronic||22-JUN-2027|||11.65|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|MACHINERY AND HEAVY EQUIPMENT|1
29-MAY-2026|LEND11X2MF|MTN I PT LEN INDUSTRI (PERSERO) TAHUN 2023 TAHAP II|TERM NOTES|IDH000076504|LEN INDUSTRI (PERSERO), PT|ACTIVE|||IDR|Electronic||22-JUN-2028|||11.625|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|MACHINERY AND HEAVY EQUIPMENT|1
29-MAY-2026|MBMN01X1MF|MTN I PT MITRA BISNIS MADANI TAHUN 2024 TAHAP I|TERM NOTES|IDH000077809|MITRA BISNIS MADANI, PT|ACTIVE|||IDR|Electronic||27-DEC-2029|||8|FIXED|MONTHLY|||77101037000|75587404000|75587404000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|MBMN01X2MF|MTN I PT MITRA BISNIS MADANI TAHUN 2024 TAHAP II|TERM NOTES|IDH000079102|MITRA BISNIS MADANI, PT|ACTIVE|||IDR|Electronic||04-JUL-2030|||8|FIXED|MONTHLY|||42987318332|42987318332|42987318332|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
29-MAY-2026|MBPS01XXMF|MTN I PT BALIPRADA SEGARA TAHUN 2026|TERM NOTES|IDH000081207|BALIPRADA SEGARA, PT|ACTIVE|||IDR|Electronic||30-MAR-2031|||13|Fixed|3 MONTHS|||180000000000|180000000000|180000000000|100|0|100|OTHERS - CONSUMER GOODS INDUSTRY|1
29-MAY-2026|MCLE01AXMF|MTN MULIA CITRA LESTARI I SERI A TAHUN 2016|TERM NOTES|IDH0000340A5|MULIA CITRA LESTARI, PT|ACTIVE|||IDR|Electronic||22-SEP-2029|||4|FIXED|3 MONTHS|||60000000000|60000000000|60000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|MCLE01BXMF|MTN MULIA CITRA LESTARI I SERI B TAHUN 2016|TERM NOTES|IDH0000340B3|MULIA CITRA LESTARI, PT|ACTIVE|||IDR|Electronic||22-SEP-2029|||4|FIXED|3 MONTHS|||10000000000|10000000000|10000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|MCLE01CXMF|MTN MULIA CITRA LESTARI I SERI C TAHUN 2016|TERM NOTES|IDH0000340C1|MULIA CITRA LESTARI, PT|ACTIVE|||IDR|Electronic||22-SEP-2029|||4|FIXED|3 MONTHS|||46000000000|46000000000|46000000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|MCLE01DXMF|MTN MULIA CITRA LESTARI I SERI D TAHUN 2016|TERM NOTES|IDH0000340D9|MULIA CITRA LESTARI, PT|ACTIVE|||IDR|Electronic||22-SEP-2029|||4|FIXED|3 MONTHS|||33500000000|33500000000|33500000000|100|0|100|PROPERTY AND REAL ESTATE|1
29-MAY-2026|MIKS01X1SCFS|SUKUK BKLJT 1 PT MITRA KREASINDO SINERGITAMA YG DITAWARKAN MELALUI LAYANAN URUN DANA THP I THN 2025|SUKUK CROWD FUNDING|IDZ000051806|MITRA KREASINDO SINERGITAMA, PT|ACTIVE|||IDR|Electronic||30-JUN-2026||||FLOATING|SPECIFIC DATE|||310395000||310395000||||TELECOMUNICATION|1
29-MAY-2026|MIKS01X2SCFS|SUKUK BKLJT 1 PT MITRA KREASINDO SINERGITAMA YG DITAWARKAN MELALUI LAYANAN URUN DANA THP II TH 2025|SUKUK CROWD FUNDING|IDZ000059205|MITRA KREASINDO SINERGITAMA, PT|ACTIVE|||IDR|Electronic||30-JUN-2026||||FLOATING|SPECIFIC DATE|||359544065||359544065||||TELECOMUNICATION|1
29-MAY-2026|MIPA01X4SCFS|SUKUK BKLJTN I CV MITRA PERKASA YANG DITAWARKAN MELALUI LAYANAN URUN DANA TAHAP IV TAHUN 2025|SUKUK CROWD FUNDING|IDZ000077306|CV MITRA PERKASA|ACTIVE|||IDR|Electronic||15-SEP-2026||||Floating/Variable|SPECIFIC DATE|||1313000000||1313000000||||TEXTILE, GARMENT|1
29-MAY-2026|MIRK01X2SCFS|SUKUK BKLJT 1 PT MITRA REKA KONSTRUKSI YANG DITAWARKAN MELALUI LAYANAN URUN DANA THP II TAHUN 2025|SUKUK CROWD FUNDING|IDZ000077405|MITRA REKA KONSTRUKSI, PT|ACTIVE|||IDR|Electronic||08-NOV-2026||||Floating/Variable|SPECIFIC DATE|||2300000000||2300000000||||BUILDING CONSTRUCTION|1
29-MAY-2026|NHRI01X1SCFS|SUKUK MUSYARAKAH BERKELANJUTAN CV NAHARI FOOD INDONESIA TAHAP I TAHUN 2024|SUKUK CROWD FUNDING|IDZ000046103|CV NAHARI FOOD INDONESIA|ACTIVE|||IDR|Electronic||27-DEC-2026||||FLOATING|SPECIFIC DATE|||571000000||571000000||||FOOD & BEVERAGES|1
29-MAY-2026|NIFA01XXSCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT NIFA PERSADA TEKNINDO TAHUN 2025|SUKUK CROWD FUNDING|IDZ000073206|NIFA PERSADA TEKNINDO, PT|ACTIVE|||IDR|Electronic||23-JUN-2026|||||SPECIFIC DATE|||1000000000||1000000000||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
29-MAY-2026|NSIN01X3SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT NUSA SENTOSA INDONESIA TAHAP III TAHUN 2025|SUKUK CROWD FUNDING|IDZ000060401|NUSA SENTOSA INDONESIA, PT|ACTIVE|||IDR|Electronic||04-JUN-2026||||Fixed|SPECIFIC DATE|||2690000000||2690000000||||ANIMAL HUSBANDRY|1
29-MAY-2026|PMBA01X1SCFS|SUKUK BKLJT 1 PT PATRA MITRA BERKAH ABADI YANG DITAWARKAN MELALUI LAYANAN URUN DANA THP I TH 2025|SUKUK CROWD FUNDING|IDZ000056607|PATRA MITRA BERKAH ABADI, PT|ACTIVE|||IDR|Electronic||31-MAY-2026||||FLOATING|SPECIFIC DATE|||2700000000||2700000000||||CONSTRUCTION|1
29-MAY-2026|PMBA01X2SCFS|SUKUK BKLJT 1 PT PATRA MITRA BERKAH ABADI YANG DITAWARKAN MELALUI LAYANAN URUN DANA THP 2 TH 2025|SUKUK CROWD FUNDING|IDZ000068909|PATRA MITRA BERKAH ABADI, PT|ACTIVE|||IDR|Electronic||30-JUN-2026||||FLOATING|SPECIFIC DATE|||2828200000||2828200000||||CONSTRUCTION|1
29-MAY-2026|PNCA01XXSCFS|SUKUK MUSYARAKAH PT PANCA KARSA SEJAHTERA I TAHUN 2025|SUKUK CROWD FUNDING|IDZ000070103|PANCA KARSA SEJAHTERA, PT|ACTIVE|||IDR|Electronic||13-JUL-2026||||Floating/Variable|SPECIFIC DATE|||10000000000||10000000000||||TELECOMUNICATION|1
29-MAY-2026|RUKI02X2SCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA CV RUBAH KELINCI INDONESIA TAHUN 2025 TAHAP 2|SUKUK CROWD FUNDING|IDZ000056102|CV RUBAH KELINCI INDONESIA|ACTIVE|||IDR|Electronic||22-JUN-2026||||FLOATING|SPECIFIC DATE|||657135707||657135707||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
29-MAY-2026|SESH01XXSCFS|SUKUK MUSYARAKAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA CV EDREA SHAKIRA TAHUN 2026|SUKUK CROWD FUNDING|IDZ000077108|EDREA SHAKIRA, CV|ACTIVE|||IDR|Electronic||13-JAN-2027||||Fixed|SPECIFIC DATE|||4327200000||4327200000||||OTHERS - CONSUMER GOODS INDUSTRY|1
